,Survived,Pclass,Fare,Gender,AgeFill,Cabin_t,Embarked_t,FamilySize,Age*Class,Fare_Cat,Age_Cat
810,0,3,7.8875,1,26.0,0,1,0,78.0,3.0,2.0
811,0,3,24.15,1,39.0,0,1,0,117.0,2.0,3.0
812,0,2,10.5,1,35.0,0,1,0,70.0,2.0,2.0
813,0,3,31.275,0,6.0,0,1,6,18.0,2.0,1.0
814,0,3,8.05,1,30.5,0,1,0,91.5,3.0,2.0
815,0,1,0.0,1,40.0,1,1,0,40.0,3.0,3.0
816,0,3,7.925,0,23.0,0,1,0,69.0,3.0,2.0
817,0,2,37.0042,1,31.0,0,2,2,62.0,2.0,2.0
818,0,3,6.45,1,43.0,0,1,0,129.0,3.0,3.0
819,0,3,27.9,1,10.0,0,1,5,30.0,2.0,1.0
820,1,1,93.5,0,52.0,1,1,2,52.0,1.0,3.0
821,1,3,8.6625,1,27.0,0,1,0,81.0,3.0,2.0
822,0,1,0.0,1,38.0,0,1,0,38.0,3.0,3.0
823,1,3,12.475,0,27.0,1,1,1,81.0,2.0,2.0
824,0,3,39.6875,1,2.0,0,1,5,6.0,2.0,1.0
825,0,3,6.95,1,25.0,0,3,0,75.0,3.0,2.0
826,0,3,56.4958,1,25.0,0,1,0,75.0,2.0,2.0
827,1,2,37.0042,1,1.0,0,2,2,2.0,2.0,1.0
828,1,3,7.75,1,25.0,0,3,0,75.0,3.0,2.0
829,1,1,80.0,0,62.0,1,1,0,62.0,1.0,3.0
830,1,3,14.4542,0,15.0,0,2,1,45.0,2.0,1.0
831,1,2,18.75,1,0.83,0,1,2,1.66,2.0,1.0
832,0,3,7.2292,1,25.0,0,2,0,75.0,3.0,2.0
833,0,3,7.8542,1,23.0,0,1,0,69.0,3.0,2.0
834,0,3,8.3,1,18.0,0,1,0,54.0,3.0,2.0
835,1,1,83.1583,0,39.0,1,2,2,39.0,1.0,3.0
836,0,3,8.6625,1,21.0,0,1,0,63.0,3.0,2.0
837,0,3,8.05,1,25.0,0,1,0,75.0,3.0,2.0
838,1,3,56.4958,1,32.0,0,1,0,96.0,2.0,2.0
839,1,1,29.7,1,40.0,1,2,0,40.0,2.0,3.0
840,0,3,7.925,1,20.0,0,1,0,60.0,3.0,2.0
841,0,2,10.5,1,16.0,0,1,0,32.0,2.0,2.0
842,1,1,31.0,0,30.0,0,2,0,30.0,2.0,2.0
843,0,3,6.4375,1,34.5,0,2,0,103.5,3.0,2.0
844,0,3,8.6625,1,17.0,0,1,0,51.0,3.0,2.0
845,0,3,7.55,1,42.0,0,1,0,126.0,3.0,3.0
846,0,3,69.55,1,25.0,0,1,10,75.0,2.0,2.0
847,0,3,7.8958,1,35.0,0,2,0,105.0,3.0,2.0
848,0,2,33.0,1,28.0,0,1,1,56.0,2.0,2.0
849,1,1,89.1042,0,35.0,1,2,1,35.0,1.0,2.0
850,0,3,31.275,1,4.0,0,1,6,12.0,2.0,1.0
851,0,3,7.775,1,74.0,0,1,0,222.0,3.0,3.0
852,0,3,15.2458,0,9.0,0,2,2,27.0,2.0,1.0
853,1,1,39.4,0,16.0,1,1,1,16.0,2.0,2.0
854,0,2,26.0,0,44.0,0,1,1,88.0,2.0,3.0
855,1,3,9.35,0,18.0,0,1,1,54.0,3.0,2.0
856,1,1,164.8667,0,45.0,0,1,2,45.0,1.0,3.0
857,1,1,26.55,1,51.0,1,1,0,51.0,2.0,3.0
858,1,3,19.2583,0,24.0,0,2,3,72.0,2.0,2.0
859,0,3,7.2292,1,25.0,0,2,0,75.0,3.0,2.0
860,0,3,14.1083,1,41.0,0,1,2,123.0,2.0,3.0
861,0,2,11.5,1,21.0,0,1,1,42.0,2.0,2.0
862,1,1,25.9292,0,48.0,1,1,0,48.0,2.0,3.0
863,0,3,69.55,0,21.5,0,1,10,64.5,2.0,2.0
864,0,2,13.0,1,24.0,0,1,0,48.0,2.0,2.0
865,1,2,13.0,0,42.0,0,1,0,84.0,2.0,3.0
866,1,2,13.8583,0,27.0,0,2,1,54.0,2.0,2.0
867,0,1,50.4958,1,31.0,1,1,0,31.0,2.0,2.0
868,0,3,9.5,1,25.0,0,1,0,75.0,3.0,2.0
869,1,3,11.1333,1,4.0,0,1,2,12.0,2.0,1.0
870,0,3,7.8958,1,26.0,0,1,0,78.0,3.0,2.0
871,1,1,52.5542,0,47.0,1,1,2,47.0,2.0,3.0
872,0,1,5.0,1,33.0,1,1,0,33.0,3.0,2.0
873,0,3,9.0,1,47.0,0,1,0,141.0,3.0,3.0
874,1,2,24.0,0,28.0,0,2,1,56.0,2.0,2.0
875,1,3,7.225,0,15.0,0,2,0,45.0,3.0,1.0
876,0,3,9.8458,1,20.0,0,1,0,60.0,3.0,2.0
877,0,3,7.8958,1,19.0,0,1,0,57.0,3.0,2.0
878,0,3,7.8958,1,25.0,0,1,0,75.0,3.0,2.0
879,1,1,83.1583,0,56.0,1,2,1,56.0,1.0,3.0
880,1,2,26.0,0,25.0,0,1,1,50.0,2.0,2.0
881,0,3,7.8958,1,33.0,0,1,0,99.0,3.0,2.0
882,0,3,10.5167,0,22.0,0,1,0,66.0,2.0,2.0
883,0,2,10.5,1,28.0,0,1,0,56.0,2.0,2.0
884,0,3,7.05,1,25.0,0,1,0,75.0,3.0,2.0
885,0,3,29.125,0,39.0,0,3,5,117.0,2.0,3.0
886,0,2,13.0,1,27.0,0,1,0,54.0,2.0,2.0
887,1,1,30.0,0,19.0,1,1,0,19.0,2.0,2.0
888,0,3,23.45,0,21.5,0,1,3,64.5,2.0,2.0
889,1,1,30.0,1,26.0,1,2,0,26.0,2.0,2.0
890,0,3,7.75,1,32.0,0,3,0,96.0,3.0,2.0
